Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
19,0,1,283,17,2,4,57,1,4,1,12366,6947,9,0,23,4,3,0,1,0,2,1,1,1,1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
26,0,2,1488,21,1,1,69,2,1,2,5628,22155,5,0,11,3,4,2,2,5,4,2,2,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
36,0,1,1109,13,1,4,75,2,2,4,8395,3965,7,0,14,3,4,1,6,4,2,5,0,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
44,0,0,604,24,1,3,50,4,3,2,19999,3866,5,0,20,3,3,3,2,1,2,2,2,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
35,1,0,1349,22,4,4,55,4,2,1,5660,16535,0,0,13,3,1,3,2,3,3,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,0,2,580,28,4,4,52,2,3,4,10425,20297,9,0,18,3,2,0,0,5,4,0,0,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
35,0,2,571,18,5,3,64,2,3,2,13247,3026,5,0,11,4,2,2,12,2,3,10,5,8,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
35,0,1,208,8,3,1,74,3,2,3,10711,24826,9,0,16,3,2,1,3,4,4,2,2,0,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
50,1,1,701,23,2,1,62,3,2,4,9898,3361,7,0,20,3,2,0,9,6,1,8,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
34,0,1,257,17,5,4,85,3,1,2,5492,12426,7,0,15,3,2,3,11,5,1,1,1,0,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
34,0,1,699,11,3,1,51,4,3,4,7759,12957,2,0,11,3,3,3,6,0,2,4,1,4,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
45,0,1,888,4,3,1,63,3,2,4,19601,14711,4,0,24,4,4,0,4,6,1,4,1,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
22,0,1,136,27,2,3,48,3,3,4,13311,11958,6,1,23,3,2,3,4,0,2,4,3,1,4,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
38,0,1,295,9,5,3,58,4,2,1,7656,18737,3,0,14,3,3,2,4,0,3,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
34,0,1,1326,14,4,4,50,2,2,4,5602,21816,4,0,24,3,2,2,16,0,2,16,5,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
27,0,0,1271,24,4,1,97,4,2,4,6894,26798,1,0,17,3,3,3,8,5,2,7,2,1,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
46,0,1,380,7,4,4,34,2,5,4,19249,19604,5,0,14,4,3,1,9,4,4,7,7,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
34,0,1,111,11,4,2,54,3,1,1,10441,8806,7,1,18,3,4,1,15,6,2,9,0,4,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
56,0,1,723,24,4,4,49,1,2,4,9671,25026,9,0,23,3,3,3,13,3,1,13,1,2,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
29,0,0,603,4,2,3,85,1,1,2,7807,22886,0,0,20,3,3,3,2,3,2,1,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
31,0,1,251,20,5,3,60,4,2,1,12615,26867,4,0,25,3,2,1,4,1,1,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
43,0,1,406,16,1,3,30,1,2,3,12109,3243,2,0,13,3,3,2,9,1,4,5,5,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
28,0,2,526,16,4,1,37,3,1,1,6570,21393,7,0,13,3,1,0,3,3,4,2,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
18,0,1,135,25,4,3,41,1,1,3,7225,17935,2,0,13,3,4,1,0,5,3,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
34,0,1,583,29,3,2,84,1,4,4,12285,2984,7,0,11,3,1,1,1,4,3,1,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
43,0,2,169,6,4,4,39,1,1,1,6139,13482,9,0,19,3,1,3,2,3,2,1,0,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
21,0,1,689,2,3,4,91,3,1,2,10734,20689,0,0,11,3,1,3,3,1,3,3,3,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
52,0,1,135,10,4,4,32,2,1,1,10889,13891,2,0,22,3,4,1,3,3,1,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
38,0,1,1382,18,5,2,98,1,4,2,19999,18565,0,1,22,4,1,2,3,6,2,3,3,0,2,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
29,0,1,121,13,3,2,69,4,5,4,18700,19322,2,1,19,3,1,1,4,3,2,4,4,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
30,0,2,948,14,1,1,67,4,2,3,9010,21168,2,0,21,3,4,0,4,3,1,1,0,1,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
43,0,1,241,25,5,1,43,3,2,4,6330,15375,7,0,21,4,4,2,1,3,1,1,1,0,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
45,1,1,1324,3,1,2,57,2,4,3,12512,21082,6,0,14,3,2,0,12,6,2,11,7,0,9,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
38,0,2,820,6,4,3,48,2,5,2,17446,15059,0,0,20,3,4,2,4,3,3,3,3,2,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
40,0,2,368,26,3,3,73,3,3,3,8720,13129,6,1,16,3,2,0,15,3,3,5,4,5,3,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
30,0,1,1212,1,1,4,87,3,2,2,7891,2382,9,0,16,4,3,3,10,5,2,7,0,0,7,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
18,0,1,1049,22,5,1,93,3,4,2,16428,21500,0,0,21,3,1,3,0,3,2,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
31,0,1,870,15,4,2,71,1,2,2,16010,22772,5,1,19,3,2,0,13,3,3,8,0,2,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
33,0,0,897,10,3,3,99,4,1,1,7677,16828,6,0,20,3,2,1,7,3,4,5,1,0,3,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
28,1,1,968,21,2,4,38,4,5,3,19999,23852,1,1,12,3,4,0,6,2,2,5,3,0,5,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
28,0,0,602,2,3,3,49,2,3,1,6870,8995,3,1,12,3,3,1,0,0,2,0,0,0,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
33,0,1,1101,17,4,1,74,2,2,1,6016,24285,3,0,14,3,2,3,4,0,4,3,2,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
40,0,1,1167,1,2,3,67,2,1,1,6524,9798,7,1,16,3,1,0,6,6,3,3,1,2,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
39,0,2,920,26,5,4,32,4,2,2,9025,23488,0,0,14,3,2,3,0,0,2,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
44,0,1,851,4,1,1,60,1,2,2,6654,11738,9,1,23,3,2,1,4,2,1,3,1,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
37,0,1,610,14,3,1,52,4,1,3,6770,7432,0,0,20,4,4,2,9,6,4,9,6,3,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
18,0,1,1354,10,2,4,30,3,3,3,8312,3163,8,1,14,3,2,1,0,0,4,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
34,0,1,1037,29,1,1,59,1,2,2,17406,9804,8,0,14,3,2,1,9,2,2,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
40,0,1,1257,16,4,2,30,3,4,2,16658,5382,7,0,24,3,4,1,1,1,3,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
47,0,1,1476,22,5,1,50,4,1,1,8292,7490,8,1,15,3,4,0,4,3,1,4,4,2,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
25,1,1,1171,21,3,1,75,2,3,2,16973,6974,6,0,20,3,1,3,7,2,1,2,1,1,2,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
33,0,1,266,5,5,2,65,3,4,2,17338,24551,9,1,24,4,1,2,0,5,3,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
36,0,0,774,20,4,1,60,3,2,3,11314,13564,7,1,16,3,2,3,3,1,2,1,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
34,1,1,457,1,3,3,52,1,3,3,19999,23109,3,0,21,3,3,1,4,1,3,3,0,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
40,0,1,845,10,3,1,75,2,1,4,7695,23100,7,0,13,3,4,2,10,6,1,1,0,1,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
21,0,1,1386,14,4,2,64,1,1,3,7981,13343,3,0,16,3,4,2,3,6,2,2,0,1,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
40,0,1,1380,16,1,2,56,1,4,1,12933,22867,9,1,15,3,2,2,19,0,1,11,9,1,11,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
30,0,1,1177,9,4,4,62,1,3,1,14693,22000,8,0,25,3,1,3,6,3,1,3,0,2,3,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
38,0,1,851,17,3,2,89,4,1,1,4100,22580,6,1,16,3,2,2,9,2,3,7,0,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
24,0,1,110,20,5,4,73,1,2,2,11404,26948,9,1,16,3,4,3,6,5,1,1,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
35,0,2,939,26,2,4,80,2,1,3,5460,26805,2,0,20,3,2,2,5,0,2,5,1,1,5,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
30,0,1,1234,6,3,4,66,2,4,1,19999,12201,0,1,13,3,2,1,6,0,3,2,2,2,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
46,0,2,523,11,3,1,48,3,5,4,17380,14735,5,0,17,3,2,1,3,6,1,1,1,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
36,0,1,1268,27,2,2,62,4,4,2,11141,7599,2,0,24,3,1,0,1,6,1,1,0,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
22,1,2,1324,17,3,3,66,3,4,4,19999,11685,0,1,17,3,1,3,4,3,3,4,4,0,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
34,0,1,490,8,5,2,68,2,1,2,9591,26255,2,0,16,3,1,3,8,0,4,7,2,0,2,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
31,0,2,646,11,2,4,99,1,4,1,10823,24386,1,0,21,3,3,0,9,6,3,9,0,0,8,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
18,0,1,1084,19,5,1,36,3,4,1,17669,19149,1,1,19,3,1,3,0,3,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
27,0,0,953,17,3,4,76,2,3,3,14314,7722,5,1,22,3,3,3,9,5,1,9,0,1,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
39,1,1,539,16,5,1,53,1,5,1,18126,14896,8,1,13,3,3,3,1,3,3,0,0,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
29,1,1,1065,4,3,4,92,1,1,1,4405,5117,8,1,21,3,2,1,1,6,3,1,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
42,0,1,1072,16,5,4,51,1,4,3,10306,5030,0,0,24,4,1,3,11,2,3,6,1,0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
43,0,1,953,21,2,3,80,1,4,3,19999,21093,7,1,19,3,3,3,2,1,4,1,1,1,1,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
30,0,1,773,23,3,3,61,3,1,4,11718,2218,7,0,25,3,4,1,7,6,3,4,0,1,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
40,0,1,1281,21,1,4,46,4,4,4,12994,23481,7,0,25,3,2,1,13,6,2,4,0,0,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
45,0,1,577,7,3,1,70,3,4,3,10946,23065,4,0,23,3,4,2,7,2,1,7,2,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
45,0,1,883,14,3,1,79,3,4,3,19999,20427,4,1,14,3,1,3,10,0,1,3,3,2,3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
43,0,1,686,21,4,2,81,1,4,1,12747,14070,8,0,19,4,4,2,2,2,2,1,1,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
45,0,1,894,19,2,2,97,1,2,4,13030,18781,1,0,18,4,1,0,12,4,4,4,2,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
42,0,1,120,9,5,1,52,3,4,3,19999,21551,7,0,18,3,1,2,2,1,2,2,2,0,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
35,0,1,875,21,5,1,87,1,2,1,10742,4987,4,0,16,3,3,3,4,0,1,1,1,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
36,1,1,826,19,1,4,97,4,3,1,9282,17116,1,0,16,3,1,2,11,3,4,6,0,3,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
27,0,1,867,8,4,2,58,2,1,1,5931,23195,4,1,21,3,3,0,9,6,4,9,1,0,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
45,0,2,650,9,1,1,85,4,1,1,8491,25376,1,1,18,3,4,2,3,2,3,1,1,1,1,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
36,1,1,576,3,3,2,82,2,2,2,6933,19421,4,0,22,3,2,0,2,1,4,1,1,1,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
30,0,1,1403,29,4,2,56,3,3,1,19999,19925,6,0,22,3,1,0,4,3,1,0,0,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
32,0,1,1225,23,3,1,95,2,4,3,15285,16128,2,1,21,3,3,0,10,6,4,2,2,2,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
32,0,1,701,1,4,3,80,4,5,2,12959,24377,1,0,21,4,1,0,6,1,4,6,0,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
24,0,1,742,25,5,2,70,1,2,2,9237,26728,0,0,18,3,4,1,6,5,1,6,1,2,3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
19,1,1,411,15,1,3,53,4,2,2,6174,7990,5,0,17,3,1,0,1,3,1,1,0,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
44,0,2,480,22,5,1,94,3,3,2,7227,15746,0,0,14,3,3,1,19,4,4,17,0,0,9,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
31,0,1,708,8,1,4,43,1,3,3,10843,22392,4,0,13,3,3,0,6,2,2,4,3,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
46,0,2,480,11,1,3,41,4,4,1,19999,24893,1,0,21,4,4,3,5,3,4,4,0,1,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
40,0,1,381,14,5,2,77,3,4,3,18699,17527,5,0,16,3,4,1,3,3,1,1,1,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
36,1,1,1275,22,5,4,52,3,3,2,10912,2884,1,1,25,3,1,3,2,2,4,1,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
41,0,2,378,22,2,3,40,4,3,4,8039,10987,7,1,15,3,3,0,18,1,3,18,0,1,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
38,0,1,1077,10,4,3,71,1,2,1,9661,16925,6,0,17,3,4,1,2,2,2,2,1,2,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
51,0,1,286,7,1,4,41,1,3,2,19999,17735,5,0,19,3,3,2,5,1,2,5,3,0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
39,0,1,750,27,3,2,46,3,2,1,11239,6878,4,1,23,3,2,2,0,1,3,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
35,0,1,122,29,5,3,42,4,1,1,4982,25125,9,0,16,3,1,0,8,6,2,6,3,0,6,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
39,0,1,801,3,3,2,78,3,2,2,10732,17249,9,0,20,3,3,0,16,2,1,8,2,0,2,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
43,0,1,273,8,4,4,45,3,2,1,12770,26267,3,0,25,3,2,1,3,6,2,3,1,3,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
20,0,1,926,13,4,3,66,1,3,2,13547,13501,7,0,24,3,1,2,2,4,3,2,2,2,1,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
23,0,1,689,16,5,2,100,1,2,1,11815,10788,4,1,19,3,4,1,5,0,2,5,1,2,5,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
31,1,1,163,2,3,2,65,4,2,4,4405,17681,9,1,17,4,1,1,1,1,4,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
31,0,1,1445,10,1,1,90,1,2,2,15953,5900,7,0,12,4,4,2,5,3,2,5,0,0,0,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False
40,0,2,1455,9,3,2,45,2,1,1,4378,20066,4,0,23,3,4,3,15,2,3,10,3,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
26,0,1,589,15,3,4,98,4,2,1,6437,10639,2,0,19,3,3,2,5,6,2,3,1,0,3,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
29,0,1,1437,26,4,2,72,3,3,1,18073,16621,0,1,24,3,3,0,11,6,1,11,1,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
33,0,1,931,5,3,1,57,1,1,1,4719,16204,0,1,18,3,1,1,6,6,1,4,0,3,3,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False
37,0,2,874,15,2,2,61,3,3,2,12911,26773,9,0,11,3,3,2,7,4,3,6,2,0,3,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
40,0,1,729,8,5,3,54,3,2,4,6201,5322,2,0,17,3,3,0,1,0,1,1,0,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
37,0,2,645,9,2,3,50,2,3,4,19999,2930,6,1,23,4,1,0,0,4,1,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29,1,1,358,3,4,1,69,2,4,4,9863,20846,5,0,22,3,1,1,0,6,1,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
34,0,2,626,24,4,1,98,2,1,3,5233,10010,9,0,17,3,1,1,1,3,4,1,1,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
21,0,1,1012,7,1,2,53,4,2,4,4221,14174,8,0,12,4,2,1,3,5,2,3,3,0,2,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
45,0,1,1092,25,1,1,51,2,3,3,10976,13370,3,0,17,3,2,3,6,1,4,4,0,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
27,0,1,951,4,2,4,48,4,1,1,5635,6355,1,0,16,3,3,0,5,2,2,5,1,4,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
18,0,1,885,29,3,4,68,4,1,4,7360,18177,8,1,17,3,4,2,0,1,4,0,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
49,0,1,674,6,5,1,65,2,5,3,19999,23162,1,0,21,3,1,0,1,2,1,1,1,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
39,0,2,792,1,2,4,83,4,1,1,7595,3955,7,0,14,3,4,2,4,3,1,3,3,1,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
28,0,1,721,10,5,3,85,3,5,1,19999,13599,6,0,13,3,4,2,6,0,4,2,2,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
33,0,2,1321,22,5,4,64,3,1,3,9665,24505,5,0,11,3,1,1,13,2,2,3,0,2,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
46,0,1,1144,12,3,4,95,4,4,4,13403,4523,2,0,16,3,1,0,19,6,3,2,2,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
24,0,1,997,15,2,1,75,2,3,1,6711,16085,5,0,23,3,2,1,1,6,2,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
41,0,1,1137,26,4,2,31,4,2,4,5681,21618,5,1,24,3,1,1,3,5,2,3,3,2,2,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
48,0,2,870,23,2,1,58,1,2,1,10570,14428,4,0,11,4,3,0,10,2,4,6,2,0,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
48,0,2,645,1,3,3,47,4,1,1,8770,11771,2,0,17,3,2,1,0,3,1,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
40,0,1,1397,15,4,3,78,1,4,1,19999,25005,2,1,12,3,2,1,11,6,1,5,2,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
52,0,1,894,25,3,1,86,4,2,2,8207,4684,9,0,20,3,1,2,1,2,1,1,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
43,0,1,1406,27,4,1,82,3,3,3,11353,10060,5,0,25,4,3,3,3,4,2,3,0,2,1,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
40,1,2,1206,14,1,3,89,1,1,1,10018,19979,0,0,19,4,2,1,7,5,2,7,3,0,7,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
23,0,2,709,25,1,3,43,3,1,3,10321,13828,0,0,12,3,1,2,1,0,2,1,1,0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
43,0,1,127,5,3,4,94,3,3,1,7383,6839,4,0,16,3,2,1,12,5,2,8,4,0,0,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
